,title,address,price,price_m2,area_m2,rooms,floor,outdoors,parking,market,build_yr,building_type,elevator,heating_type
674,Hot Oferta - mieszkanie 3pokoje + Ogród !,"Gdynia, Chwarzno-Wiczlino",699 000 zł,11 813 zł/m²,"59,17",3,"Piętro
parter/3","ogródek, taras",zapytaj,wtórny,2013,brak,tak,miejskie
675,"Blisko Skm, 3 pokoje","Gdynia, Leszczynki, Jana Dantyszka",429 000 zł,8 151 zł/m²,"52,63",3,"Piętro
4/10",balkon,zapytaj,wtórny,1974,brak,nie,zapytaj
676,Super Okazja! 2 mieszkania inwestycyjne w cenie je,"Gdynia, Dąbrowa, Wiczlińska",440 000 zł,15 439 zł/m²,"28,5",2,"Piętro
1/1",ogródek,garaż/miejsce parkingowe,wtórny,1970,dom,nie,inne
677,"Gdynia śródmieście, ul. Świętojańska 73","Gdynia, Śródmieście, ul. Świętojańska",1 060 000 zł,14 305 zł/m²,"74,1",3,"Piętro
4/5",balkon,zapytaj,wtórny,1926,kamienica,nie,miejskie
678,"Mieszkanie 43m2, Gdynia Nagietkowa","Gdynia, Dąbrowa, ul. Nagietkowa",399 000 zł,9 279 zł/m²,43,2,"Piętro
3/3","balkon, ogródek",garaż/miejsce parkingowe,wtórny,1999,blok,nie,kotłownia
679,Apartament Gdynia Redlowo Altus,"Gdynia, Redłowo",1 250 000 zł,15 863 zł/m²,"78,8",3,"Piętro
3",balkon,garaż/miejsce parkingowe,wtórny,brak,apartamentowiec,tak,miejskie
680,"Mieszkanie na sprzedaż Gdynia, ul. Podgórska","Gdynia, Obłuże, Podgórska 8",395 000 zł,10 395 zł/m²,38,2,"Piętro
> 10",zapytaj,zapytaj,wtórny,1980,blok,tak,miejskie
681,Przestronne 3 pokoje do własnej aranżacji,"Gdynia, Śródmieście",699 000 zł,7 788 zł/m²,"89,75",3,"Piętro
4/5",zapytaj,garaż/miejsce parkingowe,wtórny,1940,kamienica,nie,gazowe
682,"Jasne, przytulne mieszkanie w spokojnej dzielnicy","Gdynia, Dąbrowa, Rdestowa",459 000 zł,8 110 zł/m²,"56,6",2,"Piętro
4/4",zapytaj,zapytaj,wtórny,brak,brak,nie,zapytaj
683,Mieszkanie - Gdynia Dąbrowa,"Gdynia, Dąbrowa",455 000 zł,6 904 zł/m²,"65,9",3,"Piętro
parter/3","balkon, ogródek",zapytaj,wtórny,1999,blok,nie,miejskie
684,Gdynia Witomino 2 pokoje po kapitalnym remoncie,"Gdynia, Witomino, Rolnicza",439 000 zł,12 912 zł/m²,34,2,"Piętro
parter/4",zapytaj,garaż/miejsce parkingowe,wtórny,brak,blok,nie,miejskie
685,Super lokalizacja!! Okazja! R E Z E R W A C J A!!!,"Gdynia, Wzgórze Św. Maksymiliana, ul. Kazimierza Górskiego",497 000 zł,12 876 zł/m²,"38,6",2,"Piętro
1/17",balkon,zapytaj,wtórny,2021,apartamentowiec,tak,miejskie
686,"Sprzedam mieszkanie 50,5 m2","Gdynia, Karwiny",599 000 zł,11 861 zł/m²,"50,5",2,"Piętro
3/4",balkon,garaż/miejsce parkingowe,wtórny,2005,blok,tak,miejskie
687,Gdynia Leszczynki - 3 pokoje 46m3,"Gdynia, Leszczynki, ul. Ludwika Zamenhofa",459 900 zł,9 998 zł/m²,46,3,"Piętro
3/8","balkon, taras",garaż/miejsce parkingowe,wtórny,1980,blok,tak,miejskie
688,"Przestronne mieszkanie z potencjałem, Dąbrowa","Gdynia, Dąbrowa, Kolendrowa",469 000 zł,8 529 zł/m²,"54,99",2,"Piętro
2/4",balkon,zapytaj,wtórny,brak,blok,nie,miejskie
689,3- pokojowe mieszkanie w Gdyni Grabówku,"Gdynia, Grabówek",559 000 zł,7 148 zł/m²,"78,2",3,"Piętro
4/4",zapytaj,zapytaj,wtórny,brak,blok,nie,miejskie
690,Nowe budownictwo w ciekawej lokalizacji,"Gdynia, Chylonia, Chylońska",459 000 zł,10 929 zł/m²,42,2,"Piętro
parter/7",zapytaj,zapytaj,wtórny,2020,brak,nie,zapytaj
691,Mieszkanie 3-pok. | NOWY ETAP | BALKON,"Gdynia, Chylonia, ul. Chylońska 104 -110",Zapytaj o cenę,,"73,12",3,"Piętro
4",zapytaj,garaż/miejsce parkingowe,pierwotny,2022,blok,tak,miejskie
692,Mieszkanie 3-pok. | DUŻY BALKON | NOWY ETAP,"Gdynia, Chylonia, ul. Chylońska 104 -110",Zapytaj o cenę,,"63,24",3,"Piętro
3/6",zapytaj,garaż/miejsce parkingowe,pierwotny,2022,blok,tak,miejskie
693,Kameralna inwestycja w otulinie lasu,"Gdynia, Mały Kack",645 000 zł,11 944 zł/m²,54,2,"Piętro
1/3",taras,garaż/miejsce parkingowe,pierwotny,2022,blok,tak,miejskie
694,Gotowe mieszkanie w nadmorskiej części Gdyni!,"Gdynia, Oksywie, Nasypowa",569 566 zł,9 628 zł/m²,"59,16",3,"Piętro
2/3",zapytaj,zapytaj,wtórny,2021,brak,nie,zapytaj
695,Apartament stan deweloperski lokalizacja garaż,"Gdynia, Wzgórze Św. Maksymiliana, Dywizji Kościuszkowskiej",1 135 500 zł,15 000 zł/m²,"75,7",4,"Piętro
3/3",balkon,garaż/miejsce parkingowe,wtórny,2022,apartamentowiec,tak,zapytaj
696,Apartament stan deweloperski lokalizacja garaż,"Gdynia, Wzgórze Św. Maksymiliana, Dywizji Kościuszkowskiej",1 006 230 zł,10 200 zł/m²,"98,65",3,"Piętro
parter/3",ogródek,garaż/miejsce parkingowe,wtórny,2022,apartamentowiec,tak,zapytaj
697,Apartament stan deweloperski lokalizacja garaż,"Gdynia, Wzgórze Św. Maksymiliana, Dywizji Kościuszkowskiej",1 175 658 zł,14 100 zł/m²,"83,38",4,"Piętro
1/3",balkon,garaż/miejsce parkingowe,wtórny,2022,apartamentowiec,tak,zapytaj
698,Apartament stan deweloperski lokalizacja garaż,"Gdynia, Wzgórze Św. Maksymiliana, Dywizji Kościuszkowskiej",885 385 zł,11 500 zł/m²,"76,99",4,"Piętro
parter/3",ogródek,garaż/miejsce parkingowe,wtórny,2022,apartamentowiec,tak,zapytaj
699,"Gdynia Witomino, 4 pok.","Gdynia, Witomino, 2 Morskiego Pułku Strzelców",580 000 zł,9 667 zł/m²,60,4,"Piętro
3/4",balkon,zapytaj,wtórny,1978,blok,nie,miejskie
700,"Spółdz.Własn.Prawo, Mieszkanie przy lesie","Gdynia, Działki Leśne, Uczniowska",525 000 zł,10 096 zł/m²,52,3,"Piętro
parter/4",balkon,zapytaj,wtórny,1980,brak,nie,zapytaj
701,"2 pokojowe, balkon piwnica, blisko centrum","Gdynia, Działki Leśne",399 000 zł,9 305 zł/m²,"42,88",2,"Piętro
parter/4",zapytaj,zapytaj,wtórny,brak,brak,nie,zapytaj
702,"Plaża, Bulwar Nadmorski 800m","Gdynia, Kamienna Góra",1 088 000 zł,32 000 zł/m²,34,2,"Piętro
2/5",zapytaj,garaż/miejsce parkingowe,wtórny,2018,apartamentowiec,tak,miejskie
703,Nowy apartament inwestycyjny,"ul. Kazimierza Górskiego, Gdynia, pomorskie","564 421,60 zł",12 198 zł/m²,"46,27",2,"Piętro
5/16",zapytaj,zapytaj,pierwotny,2021,brak,tak,miejskie
704,Mieszkanie trzypokojowe w spokojnej okolicy.,"Gdynia, Pustki Cisowskie-Demptowo, Rydzowa",525 000 zł,8 749 zł/m²,"60,01",3,"Piętro
1/4",balkon,zapytaj,wtórny,1982,brak,nie,zapytaj
705,Gdynia Pustki Cisowskie! Trzy pokoje!,"Gdynia, Pustki Cisowskie-Demptowo, Bzowa",450 000 zł,7 041 zł/m²,"63,91",3,"Piętro
1/4",balkon,zapytaj,wtórny,1980,blok,nie,miejskie
706,Apartament nad morzem w Orłowie,"Gdynia, Orłowo, Klonowa",1 081 600 zł,16 000 zł/m²,"67,6",4,"Piętro
1/2",zapytaj,zapytaj,pierwotny,2023,apartamentowiec,nie,gazowe
707,"Kawalerka w Gdyni blisko centrum, nowe budownictwo","Gdynia, Wzgórze Św. Maksymiliana, ul. Tomasza Nocznickiego 4",475 850 zł,15 500 zł/m²,"30,7",1,"Piętro
2/3",balkon,garaż/miejsce parkingowe,pierwotny,2022,blok,tak,miejskie
708,"Gotowe do odbioru, winda, 4 pokoje","Gdynia, Chylonia, Chylońska",645 498 zł,8 225 zł/m²,"78,48",4,"Piętro
1/5",taras,garaż/miejsce parkingowe,pierwotny,2021,blok,tak,miejskie
709,Mieszkanie blisko Uczelni w Gdyni,"Gdynia, Witomino, Rolnicza",395 000 zł,9 351 zł/m²,"42,24",3,"Piętro
4/4",zapytaj,garaż/miejsce parkingowe,wtórny,1980,blok,nie,miejskie
710,Gotowe mieszkanie z dodatkową garderobą/sypialnią,"Gdynia, Oksywie",450 000 zł,9 444 zł/m²,"47,65",2,"Piętro
2/3",balkon,garaż/miejsce parkingowe,pierwotny,2021,blok,nie,miejskie
711,3 pokoje z pięknym widokiem Redłowo,"Gdynia, Redłowo, Legionów",1 249 000 zł,14 869 zł/m²,84,3,"Piętro
2/6",zapytaj,garaż/miejsce parkingowe,wtórny,brak,brak,nie,zapytaj
712,Atrakcyjna kawalerka w Gdyni Dąbrowa,"Gdynia, Dąbrowa",359 000 zł,11 149 zł/m²,"32,2",1,"Piętro
2/3","balkon, taras",zapytaj,wtórny,2002,blok,nie,zapytaj
713,"Kamienica Vertica, M3","Gdynia, Orłowo, Aleja Zwycięstwa 214",1 049 000 zł,15 316 zł/m²,"68,49",3,"Piętro
parter/4",balkon,garaż/miejsce parkingowe,pierwotny,2022,apartamentowiec,tak,kotłownia
714,"Kamienica Vertica, M2","Gdynia, Orłowo, Aleja Zwycięstwa 214",699 000 zł,17 158 zł/m²,"40,74",1,"Piętro
parter/4",balkon,garaż/miejsce parkingowe,pierwotny,2022,apartamentowiec,tak,kotłownia
715,"Kamienica Vertica, M4","Gdynia, Orłowo, Aleja Zwycięstwa 214",Zapytaj o cenę,,"74,98",3,"Piętro
parter/4",balkon,garaż/miejsce parkingowe,pierwotny,2022,apartamentowiec,tak,kotłownia
716,"Kamienica Vertica, M16 z tarasem na dachu","Gdynia, Orłowo, Aleja Zwycięstwa 214",Zapytaj o cenę,,"74,88",3,"Piętro
3/4","balkon, taras",garaż/miejsce parkingowe,pierwotny,2022,apartamentowiec,tak,kotłownia
717,"Kamienica Vertica, M13","Gdynia, Orłowo, Aleja Zwycięstwa 214",749 000 zł,19 319 zł/m²,"38,77",2,"Piętro
4/4","balkon, taras",garaż/miejsce parkingowe,pierwotny,2022,apartamentowiec,tak,kotłownia
718,"Kamienica Vertica, M8","Gdynia, Orłowo, Aleja Zwycięstwa 214",1 249 000 zł,16 658 zł/m²,"74,98",3,"Piętro
1/4",balkon,garaż/miejsce parkingowe,pierwotny,2022,apartamentowiec,tak,kotłownia
719,"Kamienica Vertica, M12","Gdynia, Orłowo, Aleja Zwycięstwa 214",Zapytaj o cenę,,"74,88",3,"Piętro
3/4","balkon, taras",garaż/miejsce parkingowe,pierwotny,2022,apartamentowiec,tak,kotłownia
720,Mieszkanie - Gdynia Grabówek,"Gdynia, Grabówek",429 000 zł,10 106 zł/m²,"42,45",2,"Piętro
2/4",balkon,zapytaj,wtórny,1960,blok,nie,miejskie
721,Luksusowy apartament z tarasami - widok na zatokę!,"Gdynia, Mały Kack, Strzelców",1 950 000 zł,21 196 zł/m²,92,3,"Piętro
3/5",taras,garaż/miejsce parkingowe,wtórny,2012,blok,tak,miejskie
722,3 pokoje | do remontu | balkon | Inwestycja!,"Gdynia, Witomino",470 000 zł,8 704 zł/m²,54,3,"Piętro
2/4",balkon,zapytaj,wtórny,1970,blok,nie,miejskie
723,4pok.Gdynia Dąbrowa-gotowe do wprowadzenia 1.06.22,"Gdynia, Dąbrowa, Poziomkowa",650 000 zł,9 028 zł/m²,72,4,"Piętro
1/3","balkon, ogródek, taras",zapytaj,wtórny,1,blok,nie,elektryczne
724,Piękny apartament w sercu Gdyni - 5min do plaży,"ul. Zygmuntowska, Gdynia, pomorskie",975 000 zł,16 116 zł/m²,"60,5",3,"Piętro
2/7",balkon,garaż/miejsce parkingowe,wtórny,brak,kamienica,tak,miejskie
725,Apartament blisko morza w Gdyni,"Gdynia, Oksywie, inż. J. Śmidowicza",481 680 zł,8 142 zł/m²,"59,16",4,"Piętro
2/3",balkon,garaż/miejsce parkingowe,pierwotny,2021,blok,nie,miejskie
726,Inwestycja w samym Centrum Gdyni 2 pokoje,"Gdynia, Śródmieście",857 670 zł,17 776 zł/m²,"48,25",2,"Piętro
parter/4",balkon,garaż/miejsce parkingowe,pierwotny,brak,apartamentowiec,nie,zapytaj
727,Nowa inwestycja/ 4 pokoje/ Gdynia,"Gdynia, Mały Kack",994 269 zł,12 328 zł/m²,"80,65",4,"Piętro
1/3",balkon,garaż/miejsce parkingowe,pierwotny,brak,brak,tak,zapytaj
728,Okazja!!! Mieszkanie dwupokojowe w Gdyni,"Gdynia, Mały Kack",670 788 zł,13 856 zł/m²,"48,41",2,"Piętro
parter/3",taras,garaż/miejsce parkingowe,pierwotny,brak,apartamentowiec,tak,zapytaj
729,Sprzedam słoneczne 4-pokojowe mieszkanie w Gdyni,"Gdynia, Chwarzno-Wiczlino",1 098 000 zł,11 806 zł/m²,93,4,"Piętro
3/3","balkon, taras",zapytaj,wtórny,2011,blok,tak,miejskie
730,Mieszkania blisko morza w Gdyni,"Gdynia, Oksywie, inż. J. Śmidowicza",485 362 zł,9 430 zł/m²,"51,47",3,"Piętro
parter/3",taras,garaż/miejsce parkingowe,pierwotny,2021,blok,nie,miejskie
731,Mieszkania blisko morza w Gdyni,"Gdynia, Oksywie, inż. J. Śmidowicza",462 320 zł,7 774 zł/m²,"59,47",4,"Piętro
1/3",balkon,garaż/miejsce parkingowe,pierwotny,2021,blok,nie,miejskie
732,Mieszkanie bezczynszowe z działką - Gdynia ORŁOWO,"Gdynia, Orłowo",1 390 000 zł,20 746 zł/m²,67,3,"Piętro
1/1",ogródek,garaż/miejsce parkingowe,wtórny,1985,dom,nie,gazowe
733,Mieszkanie 3-pok. | NOWY ETAP | SKM,"Gdynia, Chylonia, ul. Chylońska 104 -110",Zapytaj o cenę,,"54,73",2,"Piętro
2/6",zapytaj,zapytaj,pierwotny,2022,blok,tak,zapytaj
734,Mieszkanie 3-pok. | Balkon | SKM | Nowy Etap,"Gdynia, Chylonia, ul. Chylońska 104 -110",Zapytaj o cenę,,"41,67",2,"Piętro
7/6",zapytaj,garaż/miejsce parkingowe,pierwotny,2022,blok,tak,miejskie
735,Blisko do morza/ Doskonała inwestycja,"Gdynia, pomorskie",680 000 zł,15 044 zł/m²,"45,2",2,"Piętro
3/11",balkon,zapytaj,pierwotny,2022,brak,nie,zapytaj
736,Apartamenty na sprzedaż w samym sercu Gdyni!,"Gdynia, Śródmieście, Stefana Żeromskiego",1 165 065 zł,17 171 zł/m²,"67,85",3,"Piętro
2/4",zapytaj,garaż/miejsce parkingowe,pierwotny,2024,brak,tak,miejskie
737,Nowoczesne apartamenty w sercu Gdyni!,"Gdynia, Śródmieście, Stefana Żeromskiego",514 855 zł,19 495 zł/m²,"26,41",1,"Piętro
2/4",zapytaj,garaż/miejsce parkingowe,pierwotny,2024,brak,tak,miejskie
738,"Gdynia, 2 pok., balkon, miejsce parkingowe, teren","Gdynia, Pogórze",390 000 zł,9 924 zł/m²,"39,3",2,"Piętro
parter/5",balkon,zapytaj,wtórny,brak,dom,nie,miejskie
739,cicha okolica / piękny ogródek / kameralny budynek,"Gdynia, Mały Kack, Wzgórze Bernadowo",539 000 zł,11 692 zł/m²,"46,1",2,"Piętro
1/2",ogródek,garaż/miejsce parkingowe,wtórny,1999,blok,nie,inne
740,Penthouse dla konesera/widok na port/os.Horyzonty,"Bronisława Dembińskiego, Gdynia, pomorskie",1 800 000 zł,21 429 zł/m²,84,3,"Piętro
6/6","balkon, taras",garaż/miejsce parkingowe,wtórny,brak,brak,nie,zapytaj
741,2 pokoje w ścisłym centrum Gdyni!,"Gdynia, Śródmieście, Zgoda",499 000 zł,13 861 zł/m²,36,2,"Piętro
3/4",zapytaj,zapytaj,wtórny,1959,blok,nie,miejskie
742,4 pokojowe- dwupoziomowe w Gdyni cena 775 000 zł,"Gdynia, Chwarzno-Wiczlino",775 000 zł,7 908 zł/m²,98,4,"Piętro
1/2",balkon,garaż/miejsce parkingowe,wtórny,2015,dom,nie,gazowe
743,Gdynia Orłowo - znakomita lokalizacja,"Gdynia, Orłowo",1 549 000 zł,20 686 zł/m²,"74,88",3,"Piętro
3/3",zapytaj,garaż/miejsce parkingowe,wtórny,2022,kamienica,tak,zapytaj
744,3 pokoje z pięknym widokiem na port,"Gdynia, Oksywie, inż. J. Śmidowicza",453 435 zł,9 516 zł/m²,"47,65",3,"Piętro
3/3",balkon,garaż/miejsce parkingowe,wtórny,brak,brak,nie,zapytaj
745,3 pokoje z widokiem na wodę,"Gdynia, Obłuże, inż. J. Śmidowicza",453 340 zł,9 514 zł/m²,"47,65",3,"Piętro
3/3",balkon,garaż/miejsce parkingowe,wtórny,brak,brak,nie,zapytaj
746,Mieszkanie w centrum 37m2,"Gdynia, Wzgórze Św. Maksymiliana, ul. Elizy Orzeszkowej",444 000 zł,12 000 zł/m²,37,2,"Piętro
2/3",zapytaj,zapytaj,wtórny,brak,blok,nie,gazowe
747,Fantastyczny układ - wygodne mieszkanie!,"Gdynia, Chwarzno-Wiczlino, Stanisława Filipkowskiego",849 000 zł,11 917 zł/m²,"71,24",3,"Piętro
1/3",balkon,garaż/miejsce parkingowe,wtórny,2013,blok,tak,inne
748,4 pokoje z ogródkiem !!! na Fort Forest Gdynia,"Gdynia, Chwarzno-Wiczlino, Czesława Niemena",820 000 zł,10 705 zł/m²,"76,6",4,"Piętro
parter/4",ogródek,garaż/miejsce parkingowe,wtórny,2021,brak,nie,miejskie
749,Mieszkanie z widokiem na morze oraz 2 balkonami,"Gdynia, Wzgórze Św. Maksymiliana, Kornela Ujejskiego",819 000 zł,12 581 zł/m²,"65,1",3,"Piętro
2/3",balkon,garaż/miejsce parkingowe,wtórny,1977,blok,nie,miejskie
750,"Gdynia Oksywie, przestronne 3 pokoje, blisko morza","Gdynia, Oksywie",599 000 zł,7 892 zł/m²,"75,9",3,"Piętro
3/3",zapytaj,zapytaj,wtórny,1950,blok,nie,miejskie
751,4 Pokoje W Centrum Gdyni,"Gdynia, Śródmieście, Władysława IV",680 000 zł,10 349 zł/m²,"65,71",4,"Piętro
1/10",balkon,zapytaj,wtórny,1970,blok,tak,miejskie
752,Centrum Gdyni! 800m do Dworca!,"Gdynia, Śródmieście, Śląska",1 053 000 zł,13 414 zł/m²,"78,5",3,"Piętro
1/5",zapytaj,zapytaj,wtórny,1938,kamienica,nie,miejskie
753,Prestiżowe Miejsce Na Mieszkanie Lub Biuro,"Gdynia, Śródmieście, Świętojańska",774 500 zł,11 997 zł/m²,"64,56",3,"Piętro
2/4",zapytaj,zapytaj,wtórny,1950,kamienica,nie,miejskie
754,3 kawalerki na wynajem w centrum Gdyni,"Gdynia, Śródmieście, Antoniego Abrahama",1 149 000 zł,11 572 zł/m²,"99,29",3,"Piętro
1/5",balkon,zapytaj,wtórny,1960,kamienica,nie,miejskie
755,Apartament w stanie deweloperskim,"Gdynia, Mały Kack, Kiejstuta",1 071 986 zł,13 980 zł/m²,"76,68",3,"Piętro
1/3",balkon,garaż/miejsce parkingowe,pierwotny,2019,dom,tak,gazowe
756,Apartament w stanie deweloperskim,"Gdynia, Mały Kack, Kiejstuta",1 126 368 zł,13 980 zł/m²,"80,57",3,"Piętro
parter/2",balkon,garaż/miejsce parkingowe,wtórny,2019,dom,tak,gazowe
757,"Wyjątkowa Oferta Na Rynku, Zachwycający Widok","Gdynia, Redłowo, Legionów",3 140 000 zł,20 658 zł/m²,152,5,"Piętro
> 10/16",balkon,garaż/miejsce parkingowe,wtórny,2012,apartamentowiec,tak,miejskie
758,Mieszkanie - Gdynia Redłowo,"Gdynia, Redłowo",465 000 zł,10 895 zł/m²,"42,68",3,"Piętro
4/4",zapytaj,zapytaj,wtórny,1965,blok,nie,miejskie
759,"Piękne mieszkanie, super stan, widok na port","Gdynia, Oksywie, Żeglarzy",349 000 zł,9 749 zł/m²,"35,8",2,"Piętro
4/4",zapytaj,zapytaj,wtórny,1951,blok,nie,elektryczne
760,"Topowa dzielnica Gdyni! Trójstronne, kamienica,","Gdynia, Wzgórze Św. Maksymiliana, Wojewody Wachowiaka",799 950 zł,9 302 zł/m²,86,3,"Piętro
4/4",zapytaj,zapytaj,wtórny,1950,kamienica,nie,zapytaj
761,Z ogródkiem o pow. ok.79m2 - nowoczesna inwestycja,"Gdynia, Śródmieście, Stefana Żeromskiego",999 350 zł,18 863 zł/m²,"52,98",3,"Piętro
parter/4",zapytaj,garaż/miejsce parkingowe,pierwotny,2024,brak,tak,miejskie
762,Niezwykła przestrzeń z antresolą w centum Gdyni,"Gdynia, Śródmieście, Stefana Żeromskiego",1 553 420 zł,15 364 zł/m²,"101,11",3,"Piętro
3/4",zapytaj,garaż/miejsce parkingowe,pierwotny,2024,brak,tak,miejskie
763,Dwa pokoje do remontu z pięknym widokiem!,"Gdynia, Witomino, Narcyzowa",399 000 zł,9 638 zł/m²,"41,4",2,"Piętro
4/4",zapytaj,zapytaj,wtórny,1981,blok,nie,miejskie
764,Dwa pokoje Gdynia Witomino z pięknym widokiem!,"Gdynia, Witomino, Konwaliowa",379 000 zł,10 737 zł/m²,"35,3",2,"Piętro
10/10",balkon,zapytaj,wtórny,1975,blok,tak,miejskie
765,4 pokojowy przestronny apartament z dużym garażem,"Gdynia, Wielki Kack, Krośniąt",889 000 zł,12 145 zł/m²,"73,2",4,"Piętro
3/3",balkon,garaż/miejsce parkingowe,wtórny,2003,blok,nie,inne
766,Mieszkanie dla młodej rodziny lub pod wynajem,"Gdynia, Chylonia, Gniewska",325 000 zł,8 641 zł/m²,"37,61",2,"Piętro
4/4",zapytaj,zapytaj,wtórny,1960,brak,nie,zapytaj
767,"Słoneczne mieszkanie, gotowe do wynajmu","Gdynia, Śródmieście, ul. Obrońców Wybrzeża",599 000 zł,11 654 zł/m²,"51,4",2,"Piętro
4/5",balkon,zapytaj,wtórny,1960,kamienica,nie,miejskie
768,Sea Towers widok Morze balkon apart. inwest.,"Gdynia, Śródmieście, ul. A. Hryniewickiego",1 295 000 zł,29 036 zł/m²,"44,6",2,"Piętro
zapytaj",zapytaj,zapytaj,wtórny,brak,brak,nie,zapytaj
769,Kawalerka na Zamenhofa/Leszczynki w Gdyni,"Gdynia, Leszczynki, ul. Ludwika Zamenhofa",260 000 zł,9 630 zł/m²,27,1,"Piętro
4/4",zapytaj,garaż/miejsce parkingowe,wtórny,brak,blok,nie,miejskie
770,Gdynia Grabówek - 2pok do remontu,"Gdynia, Grabówek, Kapitańska 20",370 000 zł,9 867 zł/m²,"37,5",2,"Piętro
parter/3",zapytaj,zapytaj,wtórny,1950,blok,nie,miejskie
771,"Mieszkanie, 55 m², Gdynia","Gdynia, Karwiny, ul. Leopolda Staffa",629 000 zł,11 436 zł/m²,55,3,"Piętro
2/3",balkon,zapytaj,wtórny,1990,blok,nie,gazowe
772,Mieszkanie w pobliżu Uniwersytetu Morskiego,"Gdynia, Grabówek, Morska 67",380 000 zł,8 837 zł/m²,43,2,"Piętro
1/3",balkon,zapytaj,wtórny,1928,kamienica,nie,miejskie
773,Mieszkanie 3 pokoje Gdynia Redłowo NOWA CENA,"Gdynia, Redłowo",475 000 zł,10 152 zł/m²,"46,79",3,"Piętro
4/4",zapytaj,zapytaj,wtórny,1980,blok,nie,miejskie
774,Nowe Pogórze | bud. B | mieszkanie M6,"Gdynia, Pogórze",515 388 zł,8 682 zł/m²,"59,36",2,"Piętro
parter/2",ogródek,garaż/miejsce parkingowe,pierwotny,2022,brak,tak,zapytaj
775,Nowoczesne Mieszkanie Gdynia ul. Mała 19M1,"ul. Mała, Gdynia, pomorskie",Zapytaj o cenę,,"82,7",3,"Piętro
parter",ogródek,garaż/miejsce parkingowe,pierwotny,2021,brak,nie,gazowe
776,3 wynajęte mikro kawalerki 8% pewne rocznie!,"Gdynia, Oksywie, inż. J. Śmidowicza",490 000 zł,9 800 zł/m²,50,3,"Piętro
3/4",balkon,zapytaj,wtórny,1970,brak,nie,zapytaj
777,"Apartament 40 m2, Ip., idealny również na biuro","Gdynia, Wzgórze Św. Maksymiliana",740 000 zł,18 500 zł/m²,40,2,"Piętro
1/3",balkon,garaż/miejsce parkingowe,pierwotny,brak,apartamentowiec,nie,miejskie
778,"2 pokoje, wysoki standard, balkon, garaż","Gdynia, Działki Leśne, ul. Wolności",880 000 zł,14 840 zł/m²,"59,3",2,"Piętro
2/3","balkon, ogródek",garaż/miejsce parkingowe,wtórny,1999,apartamentowiec,nie,inne
779,"2 pokoje i garderoba, Gdynia, Oksywie, płk. Dąbka","Gdynia, Oksywie, ul. płk. Stanisława Dąbka",319 000 zł,9 815 zł/m²,"32,5",2,"Piętro
4/4",zapytaj,zapytaj,wtórny,brak,blok,nie,miejskie
780,3 niezależne pokoje do wprowadzenia Gdyni Chylonia,"Gdynia, Chylonia, Janowska",570 000 zł,9 500 zł/m²,60,3,"Piętro
1/4",balkon,garaż/miejsce parkingowe,wtórny,brak,blok,nie,miejskie
781,Atrakcyjne mieszkanie Gdynia Redłowo,"Gdynia, Redłowo, ul. Janusza Korczaka",1 250 000 zł,13 158 zł/m²,95,4,"Piętro
2/4",balkon,garaż/miejsce parkingowe,wtórny,1997,blok,tak,zapytaj
782,Livigo,"Gdynia, Redłowo",2 420 000 zł,11 546 zł/m²,"209,6",5,"Piętro
parter/2","balkon, taras",garaż/miejsce parkingowe,pierwotny,2022,brak,nie,gazowe
783,Gotowe mieszkanie w nadmorskiej części Gdyni!,"Gdynia, Obłuże, Nasypowa",528 522 zł,8 887 zł/m²,"59,47",4,"Piętro
1/3",zapytaj,zapytaj,wtórny,2021,blok,nie,zapytaj
784,"3 pok. dla rodziny, inwestora, blisko do morza SKM","Gdynia, Wzgórze Św. Maksymiliana, ul. gen. Maczka",737 000 zł,10 838 zł/m²,68,3,"Piętro
parter/3",ogródek,zapytaj,wtórny,1953,blok,nie,miejskie
785,Livigo,"Gdynia, Redłowo",2 420 000 zł,11 546 zł/m²,"209,6",5,"Piętro
parter/2","balkon, taras",garaż/miejsce parkingowe,pierwotny,2022,brak,nie,gazowe
786,"Gdynia, 3 pokoje, Mały Kack, bez pośredników","Gdynia, Mały Kack",849 000 zł,12 454 zł/m²,"68,17",3,"Piętro
parter/2",taras,garaż/miejsce parkingowe,wtórny,2005,brak,nie,zapytaj
787,Mały Kack Apartament na zamkniętym osiedlu,"Gdynia, Mały Kack, Bernadowo, Kameralna",795 000 zł,15 900 zł/m²,50,2,"Piętro
1/3",balkon,garaż/miejsce parkingowe,wtórny,2018,blok,nie,zapytaj
788,2pokojowe super mieszkanie,"Gdynia, Dąbrowa, ul. Rdestowa",630 000 zł,12 550 zł/m²,"50,2",2,"Piętro
1/3",balkon,zapytaj,wtórny,brak,blok,nie,zapytaj
789,3 pokoje z loggią Gdynia-Karwiny !,"Gojawiczyńskiej, Gdynia, pomorskie",580 000 zł,8 985 zł/m²,"64,55",3,"Piętro
4/4",balkon,zapytaj,wtórny,1985,blok,nie,miejskie
790,apartament 3 pokojowy Fort Forest,"Gdynia, Chwarzno-Wiczlino, ul. Czesława Niemena",1 150 000 zł,14 286 zł/m²,"80,5",3,"Piętro
1/4",balkon,garaż/miejsce parkingowe,wtórny,2018,blok,tak,miejskie
791,Mieszkanie 4-pok. | Balkon | SKM | Nowy Etap,"Gdynia, Chylonia, ul. Chylońska 104 -110",Zapytaj o cenę,,"73,07",4,"Piętro
1/6",zapytaj,zapytaj,pierwotny,2022,blok,tak,miejskie
